customer_state,product_category_name_english,total_revenue,items_sold
SP,la_cuisine,729.0,6
AL,baby,728.77,7
BA,signaling_and_security,725.8399999999999,6
AM,auto,723.9,6
RO,stationery,723.6,8
AM,toys,721.5600000000001,7
BA,books_technical,720.52,10
SC,kitchen_dining_laundry_garden_furniture,714.48,7
MA,home_construction,713.76,5
BA,christmas_supplies,703.21,10
PA,christmas_supplies,701.4000000000001,6
AM,fashion_bags_accessories,699.99,1
AM,stationery,698.99,6
AC,baby,697.84,3
RS,food,688.92,12
MT,home_confort,687.8,4
MA,home_confort,685.9,2
MG,music,683.3299999999999,6
AM,bed_bath_table,681.2,8
MT,cine_photo,675.99,1
PR,art,673.92,8
DF,books_technical,672.8,5
MA,market_place,672.2800000000001,9
PE,food_drink,672.01,5
MT,audio,671.8,4
AP,bed_bath_table,669.5,6
ES,small_appliances,668.75,3
BA,furniture_bedroom,667.0,4
MT,market_place,662.24,5
MT,kitchen_dining_laundry_garden_furniture,660.0,3
AM,baby,657.69,5
AL,stationery,655.01,8
PR,food_drink,653.48,16
MT,construction_tools_lights,649.99,3
PR,costruction_tools_garden,648.59,6
PE,small_appliances_home_oven_and_coffee,640.99,1
PA,home_appliances,639.75,9
AM,cool_stuff,638.88,4
AC,books_general_interest,633.8,2
BA,fashion_underwear_beach,632.8,5
RO,fashion_bags_accessories,632.49,9
AL,home_construction,630.75,3
PI,luggage_accessories,630.59,5
AC,garden_tools,629.0,2
DF,signaling_and_security,626.03,4
GO,construction_tools_safety,622.4,7
RO,telephony,620.0899999999999,17
SC,signaling_and_security,612.5,10
RR,bed_bath_table,609.6999999999999,3
AP,electronics,607.55,4
MT,home_appliances_2,605.89,2
PE,food,603.55,8
CE,furniture_living_room,602.98,2
RJ,christmas_supplies,602.33,14
AL,housewares,600.36,9
PB,costruction_tools_garden,599.9,1
SC,air_conditioning,599.6,4
PI,home_appliances_2,599.5,1
TO,home_confort,599.0,1
MS,computers,599.0,1
GO,home_appliances,596.6800000000001,13
AP,agro_industry_and_commerce,589.99,1
PB,construction_tools_safety,589.9,8
BA,costruction_tools_tools,589.7,5
RS,fashion_male_clothing,588.89,8
MT,air_conditioning,585.8,5
PA,fixed_telephony,577.99,1
RS,art,576.4399999999999,8
PA,audio,568.0,1
SP,,567.99,3
AC,bed_bath_table,567.7,4
DF,art,565.79,6
MG,furniture_mattress_and_upholstery,561.49,3
PR,music,558.6,7
CE,market_place,558.35,4
RO,garden_tools,555.4,7
BA,food_drink,550.42,8
AL,audio,550.09,5
MS,fashion_shoes,546.0,4
PA,fashion_shoes,542.4,4
AC,auto,540.98,4
AL,air_conditioning,540.0,1
AM,home_appliances_2,540.0,1
SE,market_place,533.8,3
MT,agro_industry_and_commerce,530.0,2
AC,stationery,528.9,2
RJ,cine_photo,528.6,5
MS,agro_industry_and_commerce,526.89,3
RO,housewares,525.97,5
PE,books_general_interest,523.58,7
DF,home_confort,521.5,7
DF,construction_tools_safety,520.1800000000001,3
MT,furniture_living_room,519.88,3
RR,furniture_decor,518.1,4
ES,costruction_tools_tools,513.99,4
AC,housewares,513.0600000000001,4
DF,food,511.08,9
RR,health_beauty,510.71000000000004,6
DF,furniture_bedroom,510.0,1
SE,office_furniture,506.93,3
BA,tablets_printing_image,505.8,6
PI,home_confort,498.89,3
SC,costruction_tools_tools,495.6,5
RS,small_appliances_home_oven_and_coffee,494.9,3
SC,la_cuisine,494.0,2
AP,housewares,490.49,4
ES,costruction_tools_garden,489.8,5
MG,arts_and_craftmanship,488.78000000000003,6
PA,construction_tools_construction,487.89,2
AC,electronics,487.55,4
PA,market_place,485.15999999999997,5
RS,christmas_supplies,484.90000000000003,6
MT,fashion_shoes,478.5,3
MG,fashio_female_clothing,475.68,7
MT,fashion_bags_accessories,475.46999999999997,13
PB,furniture_living_room,472.88,3
MT,furniture_bedroom,469.8,2
PI,air_conditioning,468.9,3
MS,consoles_games,468.07,6
DF,air_conditioning,468.0,3
SE,fashion_bags_accessories,466.5,8
BA,industry_commerce_and_business,465.0,5
GO,fashion_underwear_beach,457.7,5
SP,home_comfort_2,456.78000000000003,14
CE,agro_industry_and_commerce,452.9,6
RN,home_construction,452.6,1
MS,dvds_blu_ray,448.8,3
CE,air_conditioning,446.15999999999997,2
ES,fashion_male_clothing,445.8,3
ES,agro_industry_and_commerce,442.3,2
MS,fashion_underwear_beach,441.9,3
PE,audio,441.79,4
AM,musical_instruments,439.0,1
SP,flowers,438.67,11
PE,industry_commerce_and_business,438.0,2
RR,computers_accessories,437.79999999999995,4
RN,home_appliances,434.25,2
RS,la_cuisine,428.99,3
AM,consoles_games,423.29999999999995,2
PB,market_place,422.8,3
SC,art,422.19,6
MS,furniture_living_room,418.8,3
RJ,books_imported,413.78,5
DF,costruction_tools_garden,410.70000000000005,5
RN,musical_instruments,409.79999999999995,2
GO,fixed_telephony,409.78000000000003,6
PB,kitchen_dining_laundry_garden_furniture,409.0,1
AM,housewares,408.69000000000005,4
RJ,dvds_blu_ray,402.15999999999997,12
BA,drinks,401.29,5
GO,food,398.46,7
RS,fashion_underwear_beach,397.8,3
AM,luggage_accessories,390.8,3
GO,drinks,385.57,7
MS,food,384.26,4
MA,electronics,382.89,13
AM,pet_shop,374.79,4
PE,christmas_supplies,372.45,4
CE,fixed_telephony,369.79,4
SC,fashion_underwear_beach,367.2,8
AL,musical_instruments,367.0,1
PA,tablets_printing_image,361.79,4
GO,christmas_supplies,361.70000000000005,3
RS,party_supplies,359.6,4
MS,signaling_and_security,358.0,1
RN,food_drink,356.05,4
SP,cds_dvds_musicals,350.0,6
TO,luggage_accessories,349.79999999999995,2
AC,luggage_accessories,348.9,2
CE,food,348.69,5
CE,home_confort,346.6,4
AL,fashion_shoes,346.41999999999996,3
RN,electronics,340.17,12
PE,construction_tools_lights,339.98,2
RO,construction_tools_safety,339.9,1
RN,kitchen_dining_laundry_garden_furniture,339.9,2
TO,pet_shop,332.3,4
TO,fashion_bags_accessories,331.39,8
GO,costruction_tools_garden,330.7,5
TO,consoles_games,328.7,4
DF,market_place,326.71000000000004,4
MG,cine_photo,325.89,5
AL,electronics,325.65999999999997,13
PI,agro_industry_and_commerce,318.98,3
PR,party_supplies,317.6,2
BA,cine_photo,314.85,3
AP,cool_stuff,314.0,2
PE,books_technical,313.39,4
DF,christmas_supplies,311.2,8
ES,food_drink,311.0,7
DF,food_drink,310.79,4
PI,fixed_telephony,310.0,2
GO,art,309.58,3
PB,costruction_tools_tools,309.0,1
PE,furniture_living_room,308.8,3
GO,fashion_male_clothing,308.6,3
PI,home_appliances,308.5,4
GO,market_place,307.15,12
GO,kitchen_dining_laundry_garden_furniture,305.76,4
AP,telephony,304.78000000000003,4
AC,perfumery,303.88,3
MT,books_technical,301.28999999999996,5
PI,costruction_tools_garden,300.3,4
RN,luggage_accessories,299.9,1
RS,music,299.0,1
MA,books_general_interest,299.0,3
AP,toys,297.84000000000003,3
PI,tablets_printing_image,297.0,3
PI,construction_tools_lights,297.0,1
AC,fashion_shoes,295.6,2
AP,musical_instruments,293.9,2
PR,cine_photo,293.6,2
DF,drinks,292.37,5
CE,food_drink,291.86,4
RJ,party_supplies,291.5,6
RR,office_furniture,289.9,1
SE,luggage_accessories,289.7,3
SC,arts_and_craftmanship,289.49,1
MT,industry_commerce_and_business,281.0,3
MS,small_appliances,280.31,6
SP,fashion_childrens_clothes,279.97,4
PR,fixed_telephony,279.68,6
TO,stationery,276.8,3
AC,consoles_games,276.14,1
PE,market_place,274.96,4
TO,construction_tools_lights,274.0,2
PR,signaling_and_security,271.79,3
AP,furniture_decor,270.8,3
SE,furniture_bedroom,269.98,2
MG,dvds_blu_ray,268.78,4
RS,construction_tools_safety,267.41,5
PR,costruction_tools_tools,266.98,8
RN,small_appliances,266.98,3
MG,la_cuisine,266.0,2
MG,books_imported,265.87,6
PR,fashion_underwear_beach,265.58,6
MG,fashion_sport,264.9,2
MA,small_appliances,262.9,2
RO,home_appliances,261.58,2
RJ,,259.98,2
SC,party_supplies,258.9,2
PA,fashion_male_clothing,256.89,2
CE,books_technical,256.0,3
RJ,flowers,255.60000000000002,8
MS,home_appliances,252.45,6
SE,industry_commerce_and_business,252.0,3
RN,furniture_bedroom,252.0,3
MA,construction_tools_lights,250.0,1
PR,tablets_printing_image,250.0,3
PA,home_construction,249.79999999999998,2
CE,fashion_shoes,249.70000000000002,3
PA,cine_photo,249.7,3
DF,furniture_mattress_and_upholstery,249.0,1
RS,food_drink,249.0,6
RN,furniture_mattress_and_upholstery,249.0,1
CE,industry_commerce_and_business,248.0,2
TO,furniture_living_room,246.2,2
RO,electronics,245.25,6
RR,perfumery,244.0,1
AP,garden_tools,239.99,2
PI,audio,239.7,4
PE,home_appliances,237.65,5
AP,stationery,234.9,2
AC,toys,234.79000000000002,3
SC,costruction_tools_garden,234.2,5
AP,fixed_telephony,232.94,6
DF,party_supplies,231.2,1
PI,party_supplies,231.2,1
MS,books_general_interest,231.0,2
SE,construction_tools_lights,230.0,1
RO,home_confort,229.0,1
AL,fashion_bags_accessories,228.7,4
PB,construction_tools_construction,226.9,1
RS,cds_dvds_musicals,225.0,5
PI,art,221.98,2
CE,construction_tools_lights,219.9,1
AL,market_place,219.9,3
RR,auto,219.9,1
PI,furniture_living_room,219.8,2
SE,home_confort,219.0,1
RS,,219.0,1
RR,watches_gifts,219.0,1
PI,food_drink,215.56,1
AM,furniture_decor,215.28,4
RR,garden_tools,210.0,2
PI,fashion_bags_accessories,208.8,4
SE,stationery,208.8,3
MA,fashion_sport,205.9,1
GO,fashio_female_clothing,204.8,2
TO,books_technical,204.6,2
PE,fashion_underwear_beach,201.9,2
BA,kitchen_dining_laundry_garden_furniture,201.9,3
MS,drinks,199.96,4
PI,fashion_shoes,199.7,1
TO,fashion_shoes,199.7,1
RN,fashion_shoes,199.7,1
MA,air_conditioning,199.0,1
AL,industry_commerce_and_business,199.0,1
PE,tablets_printing_image,198.0,2
MS,tablets_printing_image,198.0,2
GO,books_technical,196.65,3
RJ,diapers_and_hygiene,194.9,2
MS,audio,190.9,1
AM,home_appliances,190.8,2
PR,christmas_supplies,190.16,6
MT,costruction_tools_tools,190.0,1
PE,costruction_tools_tools,190.0,1
AL,food,189.9,1
RN,audio,189.0,1
ES,drinks,186.94,3
PE,air_conditioning,186.9,1
RS,furniture_bedroom,185.0,1
AM,office_furniture,184.8,2
PB,books_general_interest,184.69,5
RO,security_and_services,183.29,1
PA,fashion_underwear_beach,181.7,3
MS,costruction_tools_garden,180.99,2
AM,market_place,180.0,1
PA,furniture_living_room,179.99,1
MS,furniture_bedroom,179.0,1
TO,audio,175.0,1
SE,pet_shop,172.54,3
PA,books_general_interest,171.69,5
MS,books_technical,170.85,4
SE,signaling_and_security,169.98,2
PA,art,169.89,2
RO,fashion_shoes,169.79,1
SC,fashion_sport,169.75,3
RN,costruction_tools_garden,163.7,3
CE,christmas_supplies,159.8,2
PA,fashion_sport,159.6,4
GO,furniture_bedroom,159.0,1
RS,dvds_blu_ray,153.6,4
MA,tablets_printing_image,152.99,1
PI,fashion_underwear_beach,152.0,1
CE,drinks,150.47,3
RN,industry_commerce_and_business,150.0,1
RO,market_place,149.99,1
CE,music,149.9,1
AM,food,149.9,1
PI,food,149.9,1
PA,signaling_and_security,149.7,3
PA,books_technical,148.89,2
RO,art,148.64,2
TO,electronics,148.28,7
MT,fashion_male_clothing,147.5,1
DF,fashion_underwear_beach,146.15,2
AP,art,145.89,2
AL,kitchen_dining_laundry_garden_furniture,144.0,2
TO,home_appliances,143.75,1
PB,fashion_shoes,143.64,2
CE,kitchen_dining_laundry_garden_furniture,140.0,1
RO,furniture_living_room,139.9,1
PA,costruction_tools_garden,139.9,1
RO,christmas_supplies,138.9,2
RN,construction_tools_safety,138.9,1
GO,la_cuisine,137.0,1
RS,books_imported,136.89,2
ES,industry_commerce_and_business,136.0,2
SE,books_general_interest,135.0,1
PI,books_general_interest,133.9,1
AM,costruction_tools_garden,132.8,2
MS,art,129.99,1
MG,,129.99,1
PE,,129.99,1
RR,cool_stuff,129.98,2
PA,books_imported,129.98,2
DF,fashio_female_clothing,129.9,1
RJ,fashion_sport,129.8,2
RN,market_place,129.8,2
DF,arts_and_craftmanship,129.49,1
TO,kitchen_dining_laundry_garden_furniture,129.0,1
PB,food,126.9,2
ES,christmas_supplies,126.22,2
MA,industry_commerce_and_business,125.0,1
BA,fashion_sport,124.88999999999999,2
AL,home_appliances,123.75,2
PR,books_imported,121.99000000000001,2
DF,dvds_blu_ray,120.78999999999999,3
PI,books_technical,120.0,2
SE,home_appliances_2,119.99,1
SE,food_drink,119.9,1
SC,furniture_mattress_and_upholstery,119.7,2
GO,cine_photo,119.0,1
MS,market_place,118.89,2
MA,christmas_supplies,116.9,1
ES,fashio_female_clothing,115.0,1
PE,art,110.99,1
PB,art,110.99,1
ES,fashion_underwear_beach,110.0,1
RJ,fashion_childrens_clothes,110.0,1
RS,home_comfort_2,109.99,1
PB,fashio_female_clothing,109.8,2
PE,flowers,109.8,2
MA,books_technical,105.78999999999999,3
PA,drinks,105.0,1
PR,dvds_blu_ray,104.5,5
MA,food_drink,103.99000000000001,2
PI,market_place,102.89,2
RR,telephony,100.43,4
RO,costruction_tools_garden,100.37,2
DF,security_and_services,100.0,1
AC,cool_stuff,99.99,1
DF,cine_photo,99.95,1
RO,small_appliances,99.9,1
ES,furniture_bedroom,99.9,1
GO,tablets_printing_image,99.0,1
RS,tablets_printing_image,99.0,1
RO,food,98.99,1
PR,diapers_and_hygiene,97.0,2
MG,flowers,96.29,5
ES,cine_photo,94.9,1
AM,perfumery,94.89,2
CE,costruction_tools_tools,93.0,1
SC,food_drink,90.69999999999999,3
MA,fixed_telephony,90.0,1
RJ,cds_dvds_musicals,90.0,2
PI,drinks,90.0,1
BA,fashion_childrens_clothes,89.99,1
MS,industry_commerce_and_business,89.9,1
RN,home_confort,89.9,1
AM,audio,89.9,1
PR,fashio_female_clothing,89.9,2
AC,fashion_bags_accessories,89.9,1
AL,home_confort,89.9,1
SC,fashion_male_clothing,89.89,2
PE,fixed_telephony,89.88,3
AM,air_conditioning,89.0,1
RO,agro_industry_and_commerce,88.0,4
AM,books_general_interest,87.0,1
MS,home_confort,86.9,1
PB,home_confort,86.9,1
AP,consoles_games,85.95,1
GO,furniture_mattress_and_upholstery,85.0,1
RJ,,83.9,1
SE,home_appliances,80.0,1
RN,art,79.99,1
TO,home_construction,79.9,1
RO,industry_commerce_and_business,79.9,1
MT,christmas_supplies,79.9,1
AC,furniture_living_room,79.9,1
PB,audio,79.0,1
SE,construction_tools_safety,77.9,1
ES,flowers,77.89,2
PE,signaling_and_security,77.8,2
BA,books_imported,77.0,1
RS,flowers,75.6,3
RN,signaling_and_security,75.0,1
DF,fixed_telephony,72.97999999999999,3
MT,art,69.99,1
SE,fixed_telephony,69.98,2
RN,food,69.9,2
AC,christmas_supplies,69.9,1
TO,industry_commerce_and_business,69.0,1
RN,books_technical,65.0,1
MA,cds_dvds_musicals,65.0,1
BA,fashio_female_clothing,64.9,1
PA,food_drink,64.6,1
GO,home_comfort_2,64.5,5
PR,furniture_bedroom,63.300000000000004,7
TO,market_place,62.8,1
AC,market_place,62.8,1
ES,party_supplies,62.5,2
AL,books_general_interest,61.0,2
CE,diapers_and_hygiene,60.0,1
PB,agro_industry_and_commerce,59.99,1
MA,fashion_male_clothing,59.9,1
SE,books_imported,59.89,1
AP,pet_shop,59.8,2
AM,electronics,58.95,4
AM,art,58.35,1
RJ,fashio_female_clothing,54.9,1
AC,small_appliances,54.0,1
RJ,home_comfort_2,51.6,4
MT,tablets_printing_image,50.8,2
DF,music,50.35,1
AM,tablets_printing_image,50.0,1
MA,construction_tools_construction,49.99,1
ES,art,49.9,1
PR,fashion_sport,49.9,1
MA,cine_photo,49.8,1
PE,cine_photo,49.8,1
PA,kitchen_dining_laundry_garden_furniture,48.9,1
ES,kitchen_dining_laundry_garden_furniture,48.0,1
AM,drinks,47.49,1
PB,diapers_and_hygiene,47.0,1
RO,books_general_interest,44.99,1
SC,dvds_blu_ray,44.8,2
MT,books_general_interest,44.5,2
AL,food_drink,44.06,1
GO,party_supplies,43.8,2
MG,diapers_and_hygiene,43.0,1
RR,stationery,39.99,1
SC,fashion_childrens_clothes,39.99,1
RO,musical_instruments,39.9,1
MG,home_comfort_2,38.7,3
TO,musical_instruments,36.9,1
AC,musical_instruments,36.9,1
PB,air_conditioning,35.9,1
MS,christmas_supplies,35.599999999999994,2
MT,fashio_female_clothing,34.99,1
PE,dvds_blu_ray,34.8,2
MS,fixed_telephony,32.99,1
TO,books_general_interest,32.9,1
MS,flowers,31.2,1
CE,fashion_male_clothing,29.99,1
CE,tablets_printing_image,29.99,1
PA,construction_tools_lights,29.0,1
MA,fashion_shoes,27.9,1
RR,electronics,27.3,2
PA,costruction_tools_tools,27.0,1
PI,dvds_blu_ray,25.0,1
RS,fashion_sport,24.99,1
DF,fashion_sport,24.99,1
GO,flowers,24.99,1
SC,books_imported,24.95,1
AL,dvds_blu_ray,24.9,1
RO,dvds_blu_ray,24.9,1
BA,,21.52,1
AM,fixed_telephony,19.99,1
RO,consoles_games,19.9,1
GO,dvds_blu_ray,19.9,1
SC,fashio_female_clothing,19.9,1
RN,christmas_supplies,19.83,1
MT,drinks,19.49,1
MS,food_drink,18.6,1
SE,food,18.45,1
RN,dvds_blu_ray,16.9,1
AM,music,16.1,1
AL,drinks,15.49,1
BA,home_comfort_2,12.9,1
ES,home_comfort_2,12.9,1
PR,home_comfort_2,12.9,1
MS,costruction_tools_tools,6.8,1
